#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Dec 19, 2021 - Dec 25, 2021"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Dec 19, 2021 - Dec 25, 2021"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,56417,40116,24550,146.4641023584149
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,21785,18975,9355,76.46756739030629
SB:en:itrade:Winter Offer | Scotia iTRADE®,9212,8315,6136,80.11348205625606
SB:en:itrade:Market holiday schedule 2021 | Scotia iTRADE®,2703,2492,2302,200.47838616714697
SB:en:itrade:2021 holiday schedule for investor information centre | Scotia iTRADE®,2560,2259,2074,165.91132075471697
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,2381,1936,1559,98.87967581047381
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,2103,1717,1114,300.4332179930796
SB:en:itrade:Winter Offer - Triage,1155,922,790,88.56264775413712
SB:en:itrade:Winter Offer for Existing Clients | Scotia iTRADE®,1103,933,741,297.23514851485146
SB:en:itrade:Competitive pricing | Scotia iTRADE,1008,907,771,253.520697167756
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,787,719,613,338.3296703296703


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
,Occurrences,Visits,Unique Visitors
Custom Link (c65),37,29,28
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Investments,11,10,10
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Sign in,6,5,5
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Accounts,5,5,5
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:Read mo,4,4,4
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:About,3,3,3
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Pricing,3,3,3
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Investissements,1,1,1
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:Learn m,1,1,1
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Open an ac,1,1,1
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Education,1,1,1


##############################################
# Open Options Trading Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),46,37,37
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page top CTA:Open an account,10,10,10
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Investments,10,9,9
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Education,7,5,5
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Accounts,6,5,5
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page bottom CTA:Open an account,3,3,3
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page top CTA:Sign in,3,3,3
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:About,3,2,2
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Pricing,2,2,2
SB:en:itrade:Open options trading account online | Scotia iTRADE®:footer:footer-link-contact-us,1,1,1
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Éducation,1,1,1


##############################################
# Buy Stocks from Equity Market -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),65,51,51
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page middle CTA,11,11,11
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Pricing,9,9,9
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Investm,11,8,8
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page top CTA:Op,9,8,8
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Account,7,7,7
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:About,7,6,6
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page top CTA:Si,6,5,5
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Educati,3,3,3
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:footer:footer-l,2,2,2


##############################################
# Registered Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),270,225,211
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Read more a,177,164,157
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Open an acc,35,33,31
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Accounts,25,25,25
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:About,9,8,8
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Pricing,8,8,8
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Investments,8,7,6
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Sign in,7,7,7
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:footer:footer-link-conta,1,1,1


##############################################
# Non Personal Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),24,17,17
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Accounts,11,9,9
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Investments,6,6,6
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:About,2,2,2
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:page top CTA:Sign in,2,2,2
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Education,1,1,1
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:footer:footer-link-open-an-account,1,1,1
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Pricing,1,1,1


##############################################
# Non  Registered Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),216,155,138
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:start application,90,82,74
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Accounts,36,27,24
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Pricing,21,20,20
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Investments,23,19,19
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:Open an account,15,15,15
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:Sign in,12,11,10
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:About,11,9,9
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Education,4,4,4
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:footer:footer-link-contact-us,4,3,3


##############################################
# Registered Education Savings Plan -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),127,46,45
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page top CTA:Open an account,34,30,29
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Education,17,7,7
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Accounts,17,6,6
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:About,14,6,6
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Investments,14,6,6
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:footer:footer-link-open-an-acco,10,5,5
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:footer:footer-youtube,10,5,5
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Pricing,4,4,4
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page top CTA:Sign in,4,4,4
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:footer:footer-link-contact-us,3,3,3


##############################################
# Registered Retirement Income Funds -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),43,28,22
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page top CTA:Open an account,12,12,8
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page top CTA:Sign in,8,7,5
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Accounts,7,6,6
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Investments,5,4,4
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:About,4,4,4
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page bottom CTA:Call us at 1888,2,2,2
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page middle CTA:Learn more abou,2,2,2
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Education,2,2,2
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Pricing,1,1,1


##############################################
# Registered Retirement Savings Plan -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),53,42,42
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page top CTA:Open an account,15,15,15
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Accounts,12,10,10
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:About,6,6,6
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Investments,6,5,5
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Pricing,5,5,5
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page top CTA:Sign in,4,4,4
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page middle CTA:Read more about,2,2,2
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page middle CTA:Learn more abou,1,1,1
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:footer:footer-link-open-an-acco,1,1,1
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Education,1,1,1


##############################################
# Tax Free Savings Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),214,172,131
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page top CTA:Sign in,102,83,49
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page top CTA:Open an account,61,59,52
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Investments,13,12,12
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Accounts,12,11,11
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page middle CTA:Learn more about,9,9,9
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Pricing,7,7,7
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:About,7,5,5
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Education,3,3,3


##############################################
# US Dollar Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),15,11,10
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:page top CTA:Ope,9,9,8
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:nav-btn:Accounts,2,2,2
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:nav-btn:Investme,2,2,2
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:nav-btn:About,1,1,1
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:page top CTA:Sig,1,1,1


##############################################
# Open a Practice Trading Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),229,140,131
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:page top CTA:Sign in,79,68,62
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Accounts,98,65,63
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Investments,22,18,18
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Education,12,12,12
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:About,10,9,9
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Pricing,7,7,7
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:footer:footer-link-open-an-acc,1,1,1


##############################################
# Open a Trading/Investing Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),2893,2031,1629
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,1286,1018,918
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,577,504,476
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,676,466,245
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:open-an-account-checklist,117,112,111
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Accounts,99,82,79
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Investments,43,37,37
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:About,29,28,28
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Pricing,16,16,16
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Education,18,13,13
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:footer:footer-link-contact-u,9,9,9


##############################################
# Learning Center -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),278,194,157
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Sign in,77,61,32
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Watch How-to videos,55,54,53
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Learn more about kn,35,31,30
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Education,29,22,22
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Accounts,17,14,13
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Investments,16,14,14
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:Understanding the stock market,12,12,12
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:About,8,7,7
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:Understanding Mutual Funds,7,7,7
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Open an account,6,6,6


##############################################
# Why iTRADE -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),101,76,74
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page top CTA:Learn more abou,35,33,32
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:About,18,16,16
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Accounts,17,11,11
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page top CTA:Sign in,11,11,11
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Investments,9,9,9
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page bottom CTA:Open an acco,4,4,4
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Education,4,4,4
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page middle CTA:Read about t,2,2,2
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Pricing,1,1,1


##############################################
# Where to Start -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),417,313,300
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about account opening,107,104,104
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about transfers,71,69,69
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn how to place a trade,70,68,68
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Sign in,38,34,31
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Accounts,22,21,21
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:About,17,14,14
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about contributing,12,12,12
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Investments,11,10,10
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Education,13,9,9
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:Watch Video,14,6,6


##############################################
# Open an Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),2893,2031,1629
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,1286,1018,918
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,577,504,476
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,676,466,245
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:open-an-account-checklist,117,112,111
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Accounts,99,82,79
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Investments,43,37,37
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:About,29,28,28
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Pricing,16,16,16
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Education,18,13,13
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:footer:footer-link-contact-u,9,9,9


#=================================================================
# App Starts and Completions - EN + FR
# Report suite: Scotiabank Global
"# Date: Dec 19, 2021 - Dec 25, 2021"
# Segments: iTrade Hits + Application Process
#=================================================================


##############################################
# App Starts
##############################################
,Visits,non-customer
,Visits,Visits
Page,1716,65
/en/application/accounts,1567,59
your-information,1505,63
/en/application/your-information,1179,51
/en/application/your-information/additional,1023,39
/en/application/your-information/banking,985,35
/en/application/your-information/communication,977,34
/fr/application/accounts,34,1
/fr/application/your-information,22,1
/fr/application/your-information/communication,18,1
/fr/application/your-information/banking,18,1


##############################################
# App Completions
##############################################
,Visits,non-customer
,Visits,Visits
Page,649,25
account-confirmation,648,25
/en/application/account-confirmation,76,2
/fr/application/account-confirmation,1,0


##############################################
# App Starts (Desktop Vs Mobile)
##############################################
,Visits from Mobile Devices,Visits from Mobile Devices,Visits from Non-Mobile Devices,Visits from Non-Mobile Devices
,Visits,customer,Visits,customer
,Visits,Visits,Visits,Visits
Page,366,137,1350,722
/en/application/accounts,328,124,1239,649
your-information,327,121,1178,630
/en/application/your-information,214,83,965,474
/en/application/your-information/additional,145,63,878,415
/en/application/your-information/banking,137,61,848,402
/en/application/your-information/communication,135,60,842,400
/fr/application/accounts,9,1,25,13
/fr/application/your-information,4,0,18,8
/fr/application/your-information/communication,2,0,16,6
/fr/application/your-information/banking,2,0,16,6


##############################################
# App Completions (Desktop Vs Mobile)
##############################################
,Visits from Mobile Devices,Visits from Mobile Devices,Visits from Non-Mobile Devices,Visits from Non-Mobile Devices
,Visits,customer,Visits,customer
,Visits,Visits,Visits,Visits
Page,134,60,515,399
account-confirmation,133,60,515,399
/en/application/account-confirmation,12,4,64,55
/fr/application/account-confirmation,0,0,1,1


