#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Apr 10, 2022 - Apr 16, 2022"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Apr 10, 2022 - Apr 16, 2022"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,47044,32377,19671,135.2344481174602
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,25360,21697,11814,74.30626228587475
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,2482,2052,1727,81.93880048959608
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,1971,1553,1074,295.2851469420175
SB:en:itrade:Special offers & exclusive programs | Scotia iTRADE®,1034,731,565,153.72707423580786
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,971,838,698,331.42900302114805
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®,958,869,798,124.1324200913242
SB:en:itrade:Competitive pricing | Scotia iTRADE,948,838,716,204.08146639511202
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,780,622,574,84.1910569105691
SB:en:itrade:2021 holiday schedule for investor information centre | Scotia iTRADE®,751,674,631,222.73228346456693
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®,619,471,418,182.293893129771


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Accounts,7,7,7
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:Read mo,6,6,6
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Open an ac,6,5,5
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:About,5,5,5
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Pricing,5,5,5
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Sign in,4,4,4
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:See mor,2,2,2
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:Learn m,1,1,1


##############################################
# Open Options Trading Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),53,36,33
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Investments,17,13,12
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page top CTA:Sign in,9,8,7
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Accounts,7,6,6
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page top CTA:Open an account,7,6,6
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:About,4,4,4
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Education,5,3,3
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page bottom CTA:Open an account,2,2,2
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Pricing,2,2,2


##############################################
# Buy Stocks from Equity Market -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),62,44,41
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Investm,17,14,12
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Account,10,9,9
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page middle CTA,10,9,8
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Pricing,7,7,7
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:About,7,5,5
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page top CTA:Si,5,5,5
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Educati,5,4,4
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page top CTA:Op,1,1,1


##############################################
# Registered Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),283,218,199
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Read more a,149,131,127
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Open an acc,66,59,53
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Accounts,31,27,24
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Investments,13,11,10
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Sign in,10,8,6
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Pricing,8,8,7
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:About,5,5,5
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Education,1,1,1


##############################################
# Non Personal Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),20,16,16
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Accounts,11,10,10
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:About,3,3,3
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Investments,3,3,3
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Education,1,1,1
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:footer:footer-link-open-an-account,1,1,1
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Pricing,1,1,1


##############################################
# Non  Registered Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),213,153,143
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:start application,59,56,56
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Accounts,56,47,43
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:Open an account,32,30,29
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Investments,20,17,17
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Pricing,17,17,17
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:About,13,13,12
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Education,5,5,5
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:Sign in,5,5,4
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:footer:footer-link-contact-us,4,4,4
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:footer:footer-youtube,2,1,1


##############################################
# Registered Education Savings Plan -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),26,18,18
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page top CTA:Open an account,11,10,10
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page top CTA:Sign in,5,4,4
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Accounts,3,3,3
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Investments,4,2,2
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Pricing,2,2,2
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Education,1,1,1


##############################################
# Registered Retirement Income Funds -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),21,13,13
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page top CTA:Open an account,10,7,7
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page middle CTA:Learn more abou,4,4,4
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Accounts,5,3,3
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Investments,2,2,2


##############################################
# Registered Retirement Savings Plan -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),65,53,51
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page top CTA:Open an account,41,36,36
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Accounts,6,6,6
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Investments,5,5,5
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page middle CTA:Read more about,5,5,5
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page top CTA:Sign in,4,4,4
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:About,2,2,2
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page middle CTA:Learn more abou,1,1,1
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Pricing,1,1,1


##############################################
# Tax Free Savings Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),395,302,280
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page top CTA:Open an account,145,129,128
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page top CTA:Sign in,120,103,83
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page middle CTA:Learn more about,36,33,33
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Accounts,35,31,31
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Investments,28,22,22
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:About,10,10,10
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Pricing,9,9,9
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page bottom CTA:Call us at 18888,5,4,4
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Education,4,3,3
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:footer:footer-link-contact-us,3,3,3


##############################################
# US Dollar Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),3,3,3
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:nav-btn:About,1,1,1
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:footer:footer-li,1,1,1
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:page top CTA:Ope,1,1,1


##############################################
# Open a Practice Trading Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),198,107,101
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Accounts,92,51,51
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:page top CTA:Sign in,58,48,42
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Investments,23,17,17
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Education,10,7,7
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Pricing,7,7,7
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:About,7,7,7
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:footer:footer-link-contact-us,1,1,1


##############################################
# Open a Trading/Investing Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),2398,1741,1442
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,995,808,748
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,520,437,428
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,518,432,236
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:open-an-account-checklist,125,117,115
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Accounts,75,66,66
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Investments,57,51,51
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Pricing,32,32,32
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:About,29,28,28
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Education,13,13,13
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page bottom CTA:Get directio,12,12,12


##############################################
# Learning Center -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),166,117,92
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Sign in,51,39,20
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Watch How-to videos,30,27,26
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Investments,12,12,12
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Accounts,11,11,11
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Education,10,9,9
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:knowledge navigator,8,7,6
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:About,7,7,7
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Learn more about go,8,6,6
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Open an account,6,6,6
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:Understanding the stock market,4,4,4


##############################################
# Why iTRADE -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),72,52,51
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page top CTA:Sign in,18,18,18
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page top CTA:Learn more abou,16,15,15
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:About,14,10,10
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Investments,6,6,6
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Accounts,5,5,5
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page bottom CTA:Open an acco,3,3,3
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Education,3,2,2
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Pricing,2,2,2
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:footer:footer-link-contact-u,2,2,2
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page middle CTA:Read about t,2,2,2


##############################################
# Where to Start -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),538,393,374
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about account opening,149,147,146
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about transfers,111,109,107
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn how to place a trade,95,91,90
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Sign in,26,26,25
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:About,28,24,22
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Accounts,25,23,20
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Investments,23,21,20
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about contributing,20,20,20
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Pricing,9,9,9
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page bottom CTA:Go to FAQ's,7,7,7


##############################################
# Open an Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),2398,1741,1442
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,995,808,748
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,520,437,428
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,518,432,236
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:open-an-account-checklist,125,117,115
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Accounts,75,66,66
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Investments,57,51,51
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Pricing,32,32,32
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:About,29,28,28
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Education,13,13,13
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page bottom CTA:Get directio,12,12,12


#=================================================================
# App Starts and Completions - EN + FR
# Report suite: Scotiabank Global
"# Date: Apr 10, 2022 - Apr 16, 2022"
# Segments: iTrade Hits + Application Process
#=================================================================


##############################################
# App Starts
##############################################
,Visits,customer
,Visits,Visits
Page,1298,711
/en/application/accounts,1178,637
your-information,1161,631
/en/application/your-information,862,446
/en/application/your-information/additional,745,369
/en/application/your-information/banking,722,359
/en/application/your-information/communication,721,359
/fr/application/accounts,48,28
/fr/application/your-information,32,18
/fr/application/your-information/communication,28,16
/fr/application/your-information/banking,28,16


##############################################
# App Completions
##############################################
,Visits,customer
,Visits,Visits
Page,548,394
account-confirmation,542,391
/en/application/account-confirmation,67,51
/fr/application/account-confirmation,2,1


##############################################
# App Starts (Desktop Vs Mobile)
##############################################
,Visits from Mobile Devices,Visits from Mobile Devices,Visits from Non-Mobile Devices,Visits from Non-Mobile Devices
,Visits,customer,Visits,customer
,Visits,Visits,Visits,Visits
Page,212,89,1086,622
/en/application/accounts,190,82,988,555
your-information,189,78,972,553
/en/application/your-information,117,45,745,401
/en/application/your-information/additional,84,37,661,332
/en/application/your-information/banking,78,36,644,323
/en/application/your-information/communication,77,36,644,323
/fr/application/accounts,8,2,40,26
/fr/application/your-information,4,1,28,17
/fr/application/your-information/communication,3,1,25,15
/fr/application/your-information/banking,3,1,25,15


##############################################
# App Completions (Desktop Vs Mobile)
##############################################
,Visits from Mobile Devices,Visits from Mobile Devices,Visits from Non-Mobile Devices,Visits from Non-Mobile Devices
,Visits,customer,Visits,customer
,Visits,Visits,Visits,Visits
Page,93,45,455,349
account-confirmation,92,44,450,347
/en/application/account-confirmation,10,5,57,46
/fr/application/account-confirmation,1,0,1,1


