#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Jun 26, 2022 - Jul 2, 2022"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Jun 26, 2022 - Jul 2, 2022"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,30950,25564,20696,93.88487538409014
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,14894,13711,10077,53.13395573271793
SB:en:itrade:Scotia itrade mobile application terms and conditions,2496,1854,1795,66.16530278232406
SB:en:itrade:Commission-Free ETFs Trading in Canada | Scotia iTRADE®,1741,1703,1693,55.134349030470915
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,1372,1299,1211,48.68527315914489
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,1252,1085,752,238.43028846153845
SB:en:itrade:Competitive pricing | Scotia iTRADE,706,657,587,219.76797385620915
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,653,472,443,293.78985507246375
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,436,380,373,73.34552845528455
SB:en:itrade:Special offers & exclusive programs | Scotia iTRADE®,373,295,250,159.52554744525548
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®,372,335,319,100.45045045045045


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:About,1,1,1
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:See mor,1,1,1


##############################################
# Open Options Trading Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),32,22,22
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Investments,8,8,8
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Accounts,7,6,6
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page top CTA:Open an account,5,5,5
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:About,3,3,3
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page bottom CTA:Open an account,3,2,2
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Pricing,2,2,2
SB:en:itrade:Open options trading account online | Scotia iTRADE®:page top CTA:Sign in,2,2,2
SB:en:itrade:Open options trading account online | Scotia iTRADE®:nav-btn:Education,2,2,2


##############################################
# Buy Stocks from Equity Market -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),44,31,31
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page top CTA:Op,9,9,9
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Account,8,7,7
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Educati,7,6,6
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Investm,6,6,6
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page middle CTA,5,4,4
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:Pricing,3,3,3
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:nav-btn:About,3,2,2
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:page top CTA:Si,2,2,2
SB:en:itrade:Buy stocks from equity market - open an account today | Scotia iTRADE®:footer:footer-l,1,1,1


##############################################
# Registered Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),186,155,147
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Read more a,113,107,107
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Accounts,24,22,20
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Open an acc,20,18,17
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Investments,17,10,9
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:page top CTA:Sign in,5,5,5
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Education,3,3,3
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:About,3,3,3
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Pricing,1,1,1


##############################################
# Non Personal Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),20,11,11
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Accounts,9,8,8
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:About,3,3,3
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Education,2,2,2
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Investments,2,2,2
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:footer:footer-link-open-an-account,1,1,1
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Pricing,1,1,1
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:footer:footer-link-contact-us,1,1,1
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:page top CTA:Sign in,1,1,1


##############################################
# Non  Registered Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),160,118,116
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:start application,56,49,49
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Accounts,27,21,21
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Pricing,17,17,17
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Investments,19,16,16
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:Open an account,12,12,12
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:About,10,10,10
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Education,8,7,7
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:Sign in,7,7,7
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:footer:footer-link-contact-us,4,4,4


##############################################
# Registered Education Savings Plan -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),24,19,18
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page top CTA:Open an account,10,9,9
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page top CTA:Sign in,5,5,5
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Accounts,4,4,4
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Education,2,2,2
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:About,1,1,1
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page bottom CTA:Call us at 1888,1,1,1
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Investments,1,1,1


##############################################
# Registered Retirement Income Funds -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),9,9,9
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Accounts,5,5,5
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page top CTA:Open an account,2,2,2
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page middle CTA:Learn more abou,1,1,1
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Education,1,1,1


##############################################
# Registered Retirement Savings Plan -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),20,18,18
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page top CTA:Open an account,5,5,5
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page middle CTA:Read more about,3,3,3
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Investments,3,2,2
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page middle CTA:Learn more abou,2,2,2
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Pricing,2,2,2
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Accounts,2,2,2
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page top CTA:Sign in,1,1,1
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:About,1,1,1
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:footer:footer-link-contact-us,1,1,1


##############################################
# Tax Free Savings Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),113,87,82
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page top CTA:Sign in,59,42,38
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page top CTA:Open an account,26,24,24
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Accounts,9,6,6
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Pricing,6,6,6
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page middle CTA:Learn more about,5,5,5
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:About,3,3,3
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page bottom CTA:Call us at 18888,3,3,3
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:footer:footer-link-contact-us,1,1,1
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Education,1,1,1


##############################################
# US Dollar Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),9,8,8
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:page top CTA:Ope,4,4,4
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:page top CTA:Sig,3,3,3
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:nav-btn:Accounts,1,1,1
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:nav-btn:Pricing,1,1,1


##############################################
# Open a Practice Trading Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),137,86,84
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Accounts,58,42,42
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:page top CTA:Sign in,30,29,28
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Investments,19,16,16
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:About,11,11,11
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Education,8,7,7
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Pricing,5,5,5
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:footer:footer-youtube,2,1,1
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:投资,1,1,1
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:cuentas,1,1,1
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:账户,1,1,1


##############################################
# Open a Trading/Investing Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),1205,986,902
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,408,351,346
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,327,289,219
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,304,282,279
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:open-an-account-checklist,46,46,46
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Accounts,50,41,40
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Investments,22,19,19
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:About,17,14,14
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Pricing,10,9,9
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page bottom CTA:Find a local,7,7,7
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:footer:footer-link-contact-u,6,6,6


##############################################
# Learning Center -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),141,85,65
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Sign in,40,25,11
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Watch How-to videos,23,23,21
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Education,15,12,12
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Accounts,12,10,9
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Learn more about go,7,7,7
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Investments,10,6,6
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:Understanding the stock market,5,5,5
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:About,5,5,5
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Pricing,4,4,4
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:knowledge navigator,4,4,4


##############################################
# Why iTRADE -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),36,28,25
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page top CTA:Learn more abou,8,8,8
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Accounts,8,7,7
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page top CTA:Sign in,6,6,4
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:About,6,5,5
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Investments,3,2,2
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page bottom CTA:Open an acco,2,2,2
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Pricing,1,1,1
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page middle CTA:Read about t,1,1,1
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Education,1,1,1


##############################################
# Where to Start -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),314,260,255
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about account opening,85,83,83
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about transfers,64,64,63
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn how to place a trade,57,55,54
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Sign in,19,18,17
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:About,20,17,17
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Investments,12,12,12
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:Open an account,9,9,9
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about contributing,9,9,9
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Accounts,8,8,8
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Education,6,6,6


##############################################
# Open an Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),1205,986,902
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,408,351,346
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,327,289,219
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,304,282,279
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:open-an-account-checklist,46,46,46
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Accounts,50,41,40
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Investments,22,19,19
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:About,17,14,14
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Pricing,10,9,9
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page bottom CTA:Find a local,7,7,7
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:footer:footer-link-contact-u,6,6,6


#=================================================================
# App Starts and Completions - EN + FR
# Report suite: Scotiabank Global
"# Date: Jun 26, 2022 - Jul 2, 2022"
# Segments: iTrade Hits + Application Process
#=================================================================


##############################################
# App Starts
##############################################
,Visits,non-customer
,Visits,Visits
Page,1110,37
/en/application/accounts,1018,32
your-information,978,30
/en/application/your-information,752,24
/en/application/your-information/additional,645,18
/en/application/your-information/communication,628,17
/en/application/your-information/banking,628,17
/fr/application/accounts,26,1
/fr/application/your-information,18,1
/fr/application/your-information/communication,13,1
/fr/application/your-information/banking,13,1


##############################################
# App Completions
##############################################
,Visits,non-customer
,Visits,Visits
Page,479,15
account-confirmation,478,15
/en/application/account-confirmation,59,3
/fr/application/account-confirmation,1,0


##############################################
# App Starts (Desktop Vs Mobile)
##############################################
,Visits from Mobile Devices,Visits from Mobile Devices,Visits from Non-Mobile Devices,Visits from Non-Mobile Devices
,Visits,customer,Visits,customer
,Visits,Visits,Visits,Visits
Page,217,83,893,432
/en/application/accounts,204,78,814,389
your-information,196,74,782,376
/en/application/your-information,130,48,622,277
/en/application/your-information/additional,88,28,557,238
/en/application/your-information/communication,86,27,542,232
/en/application/your-information/banking,86,27,542,232
/fr/application/accounts,3,0,23,10
/fr/application/your-information,3,0,15,6
/fr/application/your-information/communication,2,0,11,4
/fr/application/your-information/banking,2,0,11,4


##############################################
# App Completions (Desktop Vs Mobile)
##############################################
,Visits from Mobile Devices,Visits from Mobile Devices,Visits from Non-Mobile Devices,Visits from Non-Mobile Devices
,Visits,customer,Visits,customer
,Visits,Visits,Visits,Visits
Page,103,31,376,254
account-confirmation,103,31,375,253
/en/application/account-confirmation,12,3,47,33
/fr/application/account-confirmation,0,0,1,0


